id;genres;id_imdb;popularity;title;vote_average;vote_count;director
297;['action', 'fantasy', 'horror'];9946;20652943;End of Days;55;482;peterhyams
298;['drama', 'thriller', 'action'];1372;52792678;Blood Diamond;73;2281;edwardzwick
299;['crime', 'drama', 'comedy'];106646;9,50079E+15;The Wolf of Wall Street;79;6571;martinscorsese
300;['action', 'crime', 'fantasy'];414;48205606;Batman Forever;52;1498;joelschumacher
301;['adventure', 'action', 'thriller'];563;58782359;Starship Troopers;67;1560;paulverhoeven
302;['drama', 'sciencefiction'];83542;73872343;Cloud Atlas;66;2977;tomtykwer
303;['animation', 'adventure', 'family'];41216;3,73218E+16;Legend of the Guardians: The Owls of Ga'Hoole;65;703;zacksnyder
304;['action', 'crime'];314;32271938;Catwoman;42;808;pitof
305;['action', 'adventure'];184315;76842247;Hercules;56;1680;brettratner
306;['adventure', 'animation', 'family'];9016;38924136;Treasure Planet;72;948;ronclements
307;['adventure', 'comedy', 'sciencefiction'];18162;1938841;Land of the Lost;53;381;bradsilberling
308;['action', 'adventure', 'thriller'];138103;61025639;The Expendables 3;61;1795;patrickhughes
309;['action', 'crime', 'thriller'];257088;33507289;Point Break;55;783;ericsoncore
310;['fantasy', 'comedy', 'family'];10214;1,78156E+16;Son of the Mask;36;338;lawrenceguterman
311;['thriller', 'drama', 'adventure'];205775;50767332;In the Heart of the Sea;65;1276;ronhoward
312;['action', 'comedy', 'sciencefiction'];11692;12092241;The Adventures of Pluto Nash;44;142;ronunderwood
313;['war', 'action', 'adventure'];22972;30254021;Green Zone;64;717;paulgreengrass
314;['animation'];227973;34308098;The Peanuts Movie;65;604;stevemartino
315;['crime', 'drama', 'mystery'];29193;3091077;The Spanish Prisoner;71;73;davidmamet
316;['adventure', 'action', 'fantasy'];1734;41862983;The Mummy Returns;60;2206;stephensommers
317;['drama', 'history', 'crime'];3131;4,616E+16;Gangs of New York;71;1910;martinscorsese
318;['drama', 'history', 'war'];76758;12516546;The Flowers of War;71;187;zhangyimou
319;['animation', 'comedy', 'family'];9408;23230851;Surf's Up;59;601;ashbrannon
320;['action', 'comedy', 'sciencefiction'];9890;19224754;The Stepford Wives;54;334;frankoz
321;['action', 'history', 'war'];855;44455166;Black Hawk Down;72;1811;ridleyscott
322;['comedy'];77953;16460356;The Campaign;56;578;jayroach
323;['adventure', 'fantasy', 'action'];18;109528572;The Fifth Element;73;3885;lucbesson
324;['comedy', 'drama', 'romance'];37786;18325897;Sex and the City 2;54;426;michaelpatrickking
325;['adventure', 'animation', 'comedy'];10501;3,70546E+16;The Road to El Dorado;70;858;donmichaelpaul
326;['animation', 'comedy', 'adventure'];57800;6,52299E+15;Ice Age: Continental Drift;62;2672;stevemartino
327;['romance', 'fantasy', 'family'];150689;1,01187E+16;Cinderella;67;2374;kennethbranagh
328;['fantasy', 'drama'];7980;29257137;The Lovely Bones;66;1065;peterjackson
329;['animation', 'family'];12;85688789;Finding Nemo;76;6122;andrewstanton
330;['adventure', 'fantasy', 'action'];122;1,2363E+16;The Lord of the Rings: The Return of the King;81;8064;peterjackson
331;['adventure', 'fantasy', 'action'];121;106914973;The Lord of the Rings: The Two Towers;80;7487;peterjackson
332;['adventure', 'fantasy'];68737;63628459;Seventh Son;52;957;sergeibodrov
333;['adventure', 'fantasy', 'action'];1995;41498631;Lara Croft: Tomb Raider;57;2192;simonwest
334;['thriller', 'sciencefiction', 'drama'];157353;58991388;Transcendence;59;2295;wallypfister
335;['adventure', 'action', 'thriller'];331;1859364;Jurassic Park III;57;2077;joejohnston
336;['thriller', 'action', 'drama'];61791;138433168;Rise of the Planet of the Apes;70;4347;rupertwyatt
337;['adventure', 'family', 'fantasy'];8204;21436682;The Spiderwick Chronicles;63;572;markwaters
338;['action', 'thriller'];47964;6,54026E+15;A Good Day to Die Hard;52;3493;johnmoore
339;['western', 'history', 'war'];10733;10660441;The Alamo;58;106;johnleehancock
340;['action', 'adventure', 'animation'];9806;77817571;The Incredibles;74;5152;bradbird
341;['action', 'adventure'];1408;7029308;Cutthroat Island;57;136;rennyharlin
342;['adventure', 'fantasy', 'family'];32657;6,11217E+16;Percy Jackson & the Olympians: The Lightning Thief;60;2010;chriscolumbus
343;['action', 'adventure', 'comedy'];607;104121555;Men in Black;69;4412;barrysonnenfeld
344;['animation', 'comedy', 'family'];863;73575118;Toy Story 2;73;3806;johnlasseter
345;['action', 'thriller'];44048;37698465;Unstoppable;63;1165;tonyscott
346;['action', 'comedy', 'crime'];5175;35814765;Rush Hour 2;64;1054;brettratner
347;['drama', 'horror', 'mystery'];2655;15835672;What Lies Beneath;63;488;robertzemeckis
348;['animation', 'comedy', 'family'];22794;46781182;Cloudy with a Chance of Meatballs;65;1747;phillord
349;['animation', 'comedy', 'family'];8355;69457898;Ice Age: Dawn of the Dinosaurs;65;2271;carlossaldanha
350;['adventure', 'comedy', 'drama'];116745;43348022;The Secret Life of Walter Mitty;70;3144;benstiller
351;['action', 'adventure', 'comedy'];4327;4020395;Charlie's Angels;56;1232;mcg
352;['drama', 'thriller', 'crime'];1422;63429157;The Departed;79;4339;martinscorsese
353;['animation', 'family', 'adventure'];10674;67427755;Mulan;76;2008;tonybancroft
354;['action', 'comedy'];7446;43192048;Tropic Thunder;65;1667;benstiller
355;['thriller', 'crime', 'mystery'];65754;47651083;The Girl with the Dragon Tattoo;72;2434;davidfincher
356;['action', 'thriller'];1572;5,18811E+16;Die Hard: With a Vengeance;69;2066;johnmctiernan
357;['action', 'adventure', 'crime'];10528;57834787;Sherlock Holmes;70;5766;guyritchie
358;['drama'];271969;2,96083E+16;Ben-Hur;53;621;timurbekmambetov
359;['animation', 'family', 'adventure'];10865;51548589;Atlantis: The Lost Empire;67;1224;garytrousdale
360;['adventure', 'animation', 'comedy'];258509;27867368;Alvin and the Chipmunks: The Road Chip;58;428;waltbecker
361;['drama', 'thriller', 'history'];2253;38832842;Valkyrie;67;1173;bryansinger
362;['comedy', 'action'];10661;40597344;You Don't Mess with the Zohan;55;1048;dennisdugan
363;['action', 'comedy', 'sciencefiction'];257344;140849495;Pixels;56;2513;chriscolumbus
364;['drama', 'sciencefiction', 'adventure'];644;34035114;A.I. Artificial Intelligence;68;1974;stevenspielberg
365;['thriller', 'fantasy', 'comedy'];10756;16302378;The Haunted Mansion;52;466;robminkoff
366;['drama', 'sciencefiction', 'mystery'];686;5,52494E+16;Contact;72;1308;robertzemeckis
367;['action', 'sciencefiction', 'thriller'];9383;28200874;Hollow Man;56;634;paulverhoeven
368;['crime', 'thriller'];179;1869984;The Interpreter;62;392;sydneypollack
369;['adventure', 'family', 'fantasy'];76285;4,02623E+16;Percy Jackson: Sea of Monsters;59;1648;thorfreudenthal
370;['action', 'adventure', 'fantasy'];1996;5,68111E+15;Lara Croft Tomb Raider: The Cradle of Life;55;1418;jandebont
371;['action', 'adventure', 'comedy'];291805;51535701;Now You See Me 2;67;3235;jonm.chu
372;['thriller', 'action', 'romance'];10003;20913852;The Saint;59;302;phillipnoyce
373;['action', 'crime', 'thriller'];1535;27166757;Spy Game;68;579;tonyscott
374;['sciencefiction'];2067;16058284;Mission to Mars;57;369;briandepalma
375;['animation', 'adventure', 'comedy'];46195;4,62E+16;Rio;65;2166;carlossaldanha
376;['comedy', 'sciencefiction'];2277;24939295;Bicentennial Man;69;963;chriscolumbus
377;['sciencefiction', 'action', 'drama'];10357;1,98361E+16;Volcano;52;376;mickjackson
378;['crime', 'thriller', 'drama'];4477;1,53505E+16;The Devil's Own;59;290;alanj.pakula
379;['drama', 'history', 'thriller'];8665;1,56259E+16;K-19: The Widowmaker;61;264;kathrynbigelow
380;['adventure', 'fantasy', 'action'];9387;31802807;Conan the Barbarian;66;650;johnmilius
381;['romance', 'drama', 'history'];921;24100863;Cinderella Man;73;616;ronhoward
382;['fantasy', 'action', 'family'];49852;3593349;The Nutcracker: The Untold Story;54;50;andreikonchalovsky
383;['drama', 'history'];4464;14824166;Seabiscuit;67;216;garyross
384;['action', 'adventure', 'drama'];664;3,208E+16;Twister;61;950;jandebont
385;['adventure', 'drama'];8358;57739713;Cast Away;75;3218;robertzemeckis
386;['animation', 'comedy'];9836;37272385;Happy Feet;59;1410;georgemiller
387;['action', 'drama', 'thriller'];2502;53213931;The Bourne Supremacy;72;2825;paulgreengrass
388;['action', 'thriller'];9772;3638795;Air Force One;62;840;wolfgangpetersen
389;['thriller', 'crime'];161;60929352;Ocean's Eleven;72;3783;stevensoderbergh
390;['adventure', 'action', 'thriller'];52451;36605246;The Three Musketeers;56;924;paulw.s.anderson
391;['animation', 'comedy', 'family'];76492;56257411;Hotel Transylvania;68;2566;genndytartakovsky
392;['comedy', 'family', 'fantasy'];4523;2921998;Enchanted;66;1449;kevinlima
393;['action', 'thriller'];59961;34773106;Safe House;63;1345;danielespinosa
394;['comedy', 'family'];10481;9895061;102 Dalmatians;51;313;kevinlima
395;['action', 'comedy'];59108;36743324;Tower Heist;58;932;brettratner
396;['comedy', 'romance'];1581;4,49675E+16;The Holiday;67;1225;nancymeyers
397;['action', 'drama', 'thriller'];9798;41207568;Enemy of the State;67;1240;tonyscott
398;['comedy', 'romance'];22897;16479851;It's Complicated;62;360;nancymeyers
399;['crime', 'thriller'];298;42069993;Ocean's Thirteen;65;1999;stevensoderbergh
400;['adventure', 'animation', 'family'];7484;2661951;Open Season;61;656;jillculton
401;['adventure', 'action', 'sciencefiction'];157350;80316463;Divergent;69;4663;neilburger
402;['war'];853;41273567;Enemy at the Gates;72;999;jean-jacquesannaud
403;['adventure', 'action', 'comedy'];10159;24107835;The Rundown;64;514;peterberg
404;['adventure', 'fantasy', 'action'];9593;32044191;Last Action Hero;61;712;johnmctiernan
405;['drama', 'history', 'romance'];1904;16595874;Memoirs of a Geisha;73;652;robmarshall
406;['action', 'crime', 'drama'];9615;8282876;The Fast and the Furious: Tokyo Drift;61;1705;justinlin
407;['drama', 'animation', 'family'];51052;1983683;Arthur Christmas;67;333;barrycook
408;['fantasy', 'drama', 'mystery'];297;36069611;Meet Joe Black;69;1147;martinbrest
409;['action', 'thriller', 'drama'];9884;18827753;Collateral Damage;55;427;andrewdavis
410;['drama', 'music'];16858;5159407;All That Jazz;73;85;bobfosse
411;['adventure', 'fantasy', 'drama'];62764;4,81263E+16;Mirror Mirror;55;1114;tarsemsingh
412;['action', 'adventure', 'comedy'];22538;38885195;Scott Pilgrim vs. the World;72;2126;edgarwright
413;['action', 'thriller', 'adventure'];9341;2,92113E+16;The Core;54;516;jonamiel
414;['fantasy', 'comedy', 'romance'];12107;17783361;Nutty Professor II: The Klumps;47;332;petersegal
415;['mystery', 'adventure', 'comedy'];9637;3,14355E+16;Scooby-Doo;54;820;rajagosnell
416;['action', 'sciencefiction'];49049;5,76739E+15;Dredd;66;1940;petetravis
417;['comedy', 'drama', 'fantasy'];9339;41176631;Click;60;2104;frankcoraci
418;['horror', 'comedy', 'fantasy'];16281;1,36613E+16;Creepshow;67;226;georgea.romero
419;['comedy', 'family'];39691;1177398;Cats & Dogs 2 : The Revenge of Kitty Galore;49;119;bradpeyton
420;['adventure', 'fantasy', 'sciencefiction'];8247;2,1218E+16;Jumper;59;1799;dougliman
421;['adventure', 'fantasy', 'sciencefiction'];11253;5857976;Hellboy II: The Golden Army;65;1527;guillermodeltoro
422;['crime', 'drama', 'mystery'];1949;51970905;Zodiac;73;2023;davidfincher
423;['sciencefiction'];8452;18447479;The 6th Day;57;595;rogerspottiswoode
424;['fantasy', 'comedy'];310;1,09685E+16;Bruce Almighty;64;3012;tomshadyac
425;['thriller', 'adventure', 'action'];27578;7,75807E+15;The Expendables;60;2926;sylvesterstallone
426;['adventure', 'action', 'thriller'];954;75290998;Mission: Impossible;67;2631;briandepalma
427;['sciencefiction', 'adventure', 'fantasy'];70160;68550698;The Hunger Games;69;9455;garyross
428;['comedy'];45243;58040149;The Hangover Part II;62;3739;toddphillips
429;['action', 'fantasy'];364;59113174;Batman Returns;66;1673;timburton
430;['comedy', 'animation', 'family'];7518;3632705;Over the Hedge;63;1074;kareykirkpatrick
431;['animation', 'family'];11544;55659988;Lilo & Stitch;71;1314;chrissanders
432;['comedy', 'family', 'fantasy'];9986;1,41326E+16;Charlotte's Web;58;288;garywinick
433;['action', 'drama', 'romance'];8656;34070054;Deep Impact;59;855;mimileder
434;['action', 'comedy', 'crime'];146216;4434333;RED 2;64;1526;deanparisot
435;['comedy', 'drama'];9291;26065735;The Longest Yard;62;785;petersegal
436;['comedy', 'fantasy', 'family'];55301;23473004;Alvin and the Chipmunks: Chipwrecked;54;484;mikemitchell
437;['comedy'];109418;45589568;Grown Ups 2;58;1155;dennisdugan
438;['action', 'comedy', 'thriller'];11665;23496054;Get Smart;60;1051;petersegal
439;['drama', 'comedy', 'romance'];6964;16939441;Something's Gotta Give;63;410;nancymeyers
440;['drama', 'thriller', 'mystery'];11324;8,19147E+15;Shutter Island;78;6336;martinscorsese
441;['comedy', 'romance', 'drama'];12193;1,95009E+16;Four Christmases;53;331;sethgordon
442;['animation', 'comedy', 'family'];9928;29558157;Robots;60;1333;chriswedge
443;['action', 'crime', 'sciencefiction'];754;46075037;Face/Off;68;1583;johnwoo
444;['fantasy', 'comedy', 'family'];10202;2,35317E+16;Bedtime Stories;59;901;adamshankman
445;['thriller', 'crime', 'drama'];4147;49078546;Road to Perdition;73;1077;sammendes
446;['romance', 'comedy'];50546;3702665;Just Go with It;63;1543;dennisdugan
447;['action', 'thriller', 'crime'];1701;45154631;Con Air;65;1270;simonwest
448;['mystery', 'thriller', 'action'];13027;46887983;Eagle Eye;63;1018;d.j.caruso
449;['drama'];2289;24598479;Cold Mountain;67;533;anthonyminghella
450;['action', 'thriller', 'sciencefiction'];20504;32363538;The Book of Eli;66;2164;alberthughes
451;['comedy', 'family', 'sciencefiction'];9574;1,1504E+16;Flubber;53;695;lesmayfield
452;['horror', 'thriller', 'fantasy'];11618;19375768;The Haunting;52;369;jandebont
453;['animation', 'comedy', 'drama'];2300;36125715;Space Jam;65;1288;joepytka
454;['action', 'comedy', 'crime'];12096;25450534;The Pink Panther;56;550;shawnlevy
455;['drama', 'sciencefiction', 'thriller'];10200;41890722;The Day the Earth Stood Still;52;1043;scottderrickson
456;['action', 'drama', 'mystery'];8834;22179658;Conspiracy Theory;65;431;richarddonner
457;['war', 'drama', 'action'];228150;139575085;Fury;74;3946;davidayer
458;['action', 'adventure', 'comedy'];6068;1,82646E+16;Six Days Seven Nights;56;332;ivanreitman
459;['comedy', 'family', 'animation'];41515;11187696;Yogi Bear;52;220;ericbrevig
460;['western', 'animation', 'adventure'];9023;41670544;Spirit: Stallion of the Cimarron;74;831;kellyasbury
461;['comedy', 'romance', 'family'];38317;2,74626E+16;Zookeeper;53;498;frankcoraci
462;['adventure', 'family', 'sciencefiction'];2157;1,7455E+16;Lost in Space;50;388;stephenhopkins
463;['drama', 'thriller', 'mystery'];14462;21394281;The Manchurian Candidate;62;393;jonathandemme
464;['romance', 'drama'];161795;605645;DÃ©jÃ  Vu;80;1;henryjaglom
465;['animation', 'comedy', 'family'];159824;61692197;Hotel Transylvania 2;67;1497;genndytartakovsky
466;['animation', 'family', 'music'];49948;1,45309E+16;Fantasia 2000;70;292;jamesalgar
467;['sciencefiction', 'adventure', 'action'];2135;25978555;The Time Machine;58;631;simonwells
468;['action', 'adventure', 'family'];9822;6643778;Mighty Joe Young;59;208;ronunderwood
469;['action', 'crime', 'thriller'];9705;36788745;Swordfish;61;932;dominicsena
470;['action', 'adventure'];1656;3,10543E+16;The Legend of Zorro;59;893;martincampbell
471;['drama', 'fantasy', 'romance'];12159;21891078;What Dreams May Come;68;577;vincentward
472;['comedy', 'fantasy', 'romance'];9678;18335992;Little Nicky;52;438;stevenbrill
473;['adventure', 'fantasy', 'action'];4442;4,0138E+16;The Brothers Grimm;56;818;terrygilliam
474;['comedy', 'fantasy', 'sciencefiction'];75;4,40905E+16;Mars Attacks!;61;1509;timburton
475;['mystery', 'drama', 'horror'];330770;3300061;Evolution;64;47;lucilehadzihalilovic
476;['action', 'adventure', 'drama'];9433;20632673;The Edge;67;349;leetamahori
477;['action', 'sciencefiction', 'thriller'];19959;36664991;Surrogates;59;1195;jonathanmostow
478;['drama', 'thriller'];11973;1,82612E+16;Thirteen Days;69;189;rogerdonaldson
479;['action', 'adventure', 'thriller'];11228;16681269;Daylight;58;378;robcohen
480;['animation', 'family', 'adventure'];77951;10088006;Walking With Dinosaurs;52;133;barrycook
481;['action', 'sciencefiction', 'war'];5491;789147;Battlefield Earth;30;255;rogerchristian
482;['animation', 'comedy', 'family'];10715;16715631;Looney Tunes: Back in Action;56;297;joedante
483;['drama', 'music', 'romance'];10197;9,35773E+15;Nine;51;165;robmarshall
484;['action', 'adventure', 'sciencefiction'];9562;1122268;Timeline;54;318;richarddonner
485;['drama', 'adventure'];9922;1,45647E+16;The Postman;61;299;kevincostner
486;['adventure', 'comedy', 'drama'];9447;11356079;Babe: Pig in the City;52;305;georgemiller
487;['fantasy', 'action', 'adventure'];274854;52612025;The Last Witch Hunter;57;1316;breckeisner
488;['thriller', 'action', 'sciencefiction'];8870;13800656;Red Planet;54;267;antonyhoffman
489;['adventure', 'fantasy', 'animation'];9992;27097932;Arthur and the Invisibles;60;639;lucbesson
490;['documentary', 'family'];36970;10706613;Oceans;73;111;jacquesperrin
491;['thriller', 'sciencefiction', 'adventure'];10077;7342892;A Sound of Thunder;48;111;peterhyams
492;['action', 'adventure', 'history'];76649;50561849;Pompeii;52;1267;paulw.s.anderson
493;['comedy', 'animation'];293644;719996;Top Cat Begins;53;9;andrÃ©scouturier
494;['drama', 'romance'];453;59248437;A Beautiful Mind;77;3009;ronhoward
495;['family', 'animation', 'drama'];8587;90457886;The Lion King;80;5376;rogerallers
496;['adventure', 'action', 'sciencefiction'];72545;4,07235E+16;Journey 2: The Mysterious Island;58;1030;bradpeyton
497;['animation', 'family', 'comedy'];109451;41247402;Cloudy with a Chance of Meatballs 2;64;915;codycameron
